[16.09.13, 07:55:20] ‎Felix hat den Betreff zu “Familie” geändert.
[29.09.16, 17:12:11] Papa: Kä probl
[30.09.16, 16:04:56] Papa: Koleg vomir wo usde meteorologie xunnt hät xeit, er wür ener vorem mittag ablaufe morn und am So ener spat ufbräxe. 
Vorschlag: abfahrt gotzi Sa 09.28
Ijdas maxbar?
‎[30.09.16, 16:06:30] Papa: ‎Bild weggelassen
‎[30.09.16, 16:08:01] Papa: ‎Bild weggelassen
[30.09.16, 16:12:44] Felix: 👍froimi!!
[30.09.16, 16:17:03] Papa: Bergregenschutz vorhd?
‎[01.10.16, 00:24:26] Holzmano: ‎Video weggelassen
‎[02.10.16, 16:25:04] Felix: ‎Bild weggelassen
‎[02.10.16, 16:25:09] Felix: ‎Bild weggelassen
‎[02.10.16, 16:25:10] Felix: ‎Bild weggelassen
‎[02.10.16, 16:25:13] Felix: ‎Bild weggelassen
‎[02.10.16, 18:59:59] Felix: ‎Bild weggelassen
‎[02.10.16, 18:59:59] Felix: ‎Bild weggelassen
‎[02.10.16, 19:00:01] Felix: ‎Bild weggelassen
‎[02.10.16, 19:00:02] Felix: ‎Bild weggelassen
‎[02.10.16, 19:00:02] Felix: ‎Bild weggelassen
‎[02.10.16, 19:00:03] Felix: ‎Bild weggelassen
[03.10.16, 06:41:44] Mama: Hilarious
[03.10.16, 09:57:20] Holzmano: Hey ali zeme - ich weiss es interessiert niemer, aber:
es fehled us mim zalando pack es paar navy blauii Jeans! Ich han jedem(!!) sin schrank dureglueget, ide Wöschchuchi glueget, im chorb glueget, de vera und mis und am felix sis zimmer durchsuecht und ich han kei ahnig meh wo luege!
‎[03.10.16, 09:57:44] Holzmano: ‎Bild weggelassen
[03.10.16, 09:58:39] Mama: Aber du hesch dich 2 paar probiert, oder?
[03.10.16, 09:59:11] Mama: Vera, telefonier am Länz
[03.10.16, 09:59:32] Mama: Schusch lasches. I maches denn mit dr Vera
[03.10.16, 10:00:10] Holzmano: Aber die sind nienem!!
[03.10.16, 10:01:03] Mama: Ebe, d vera mues ane. Lasses la si😐
[03.10.16, 10:03:31] Felix: Las la sii u stig nid druf iih:)!
[03.10.16, 13:34:44] Felix: Wär isch debii hütabig tschillig chürbissuppe und prideandprejudice?:)
[03.10.16, 13:53:37] Mama: Iiiiich!!!
[03.10.16, 13:54:02] Mama: 🎃chochsch du?
[03.10.16, 13:55:55] Papa: Ego Sauna 19.oo
Uf wànn xoxisch?
[03.10.16, 14:49:40] Felix: Chani!!:) hmm müms wenn bisch dahoom?
[03.10.16, 15:02:34] Mama: Vor de 7
[03.10.16, 15:03:08] Felix: Dxeei.. den machi uf dänn!:)
[03.10.16, 15:03:33] Mama: Oh danke!!!😘
[03.10.16, 15:46:00] Papa: Ok abr löndmer no xli öppis👍
[03.10.16, 15:46:44] Felix: schguet :)
[03.10.16, 16:04:05] Vera: 20.00 füerich den de jüngerschaftskurs dure mit de sara
[03.10.16, 17:37:35] Papa: Sött glaub guet lange! Mach dis Zimmer xli schön👌
[03.10.16, 17:57:34] Felix: hei mir hend no e moot court sitzig ghaa, wo sich id längi zoge het… bin selber ersch vor de sibne dihei aber denn chochi grad...
[03.10.16, 18:20:34] Papa: 👍🏿👍🏿👍🏿
[04.10.16, 16:03:01] Vera: hüt abig 19.30 teamsitzig im kgh
[04.10.16, 16:03:39] Mama: Ok
[04.10.16, 16:11:40] Holzmano: Bin ebefalls anere Sitzig!
[04.10.16, 16:12:02] Mama: Heieiei
[04.10.16, 16:12:17] Mama: Sitzigmania
[04.10.16, 16:12:21] Holzmano: haha...
[04.10.16, 16:12:30] Papa: Ok ix bi daa kkk
[04.10.16, 16:12:40] Mama: Ikkk o
[04.10.16, 16:12:56] Papa: 😘😘😘
[04.10.16, 16:13:13] Mama: Söll u no ga poschte?
[04.10.16, 16:13:58] Papa: Ix ga etz gad no is paar minute. Schribed no uuf waser biuuxed
[04.10.16, 16:16:25] Mama: Done
[04.10.16, 16:16:42] Mama: Dancche
[04.10.16, 16:16:52] Papa: Welcm
[04.10.16, 16:16:57] Felix: Bin au dehei!
[04.10.16, 16:17:17] Mama: Oh welch ausnahmeerscheinung
[04.10.16, 16:17:20] Papa: Cool
[05.10.16, 10:45:21] Mama: Dr papa het sis händy dahei vergässe
[05.10.16, 10:47:36] Felix: Ok!
[06.10.16, 16:43:55] Papa: Bi no bim welomech... wird xli spötr
[09.10.16, 09:19:02] Papa: Gits e Zit wonir vo Eisidle wieder dihei sind und Znaxt wetted? Bitte antwt. 
Mr laufed etz it Xile - bis spötr! Ly
[09.10.16, 10:12:37] Vera: oh ich weiss nöd
[09.10.16, 10:12:43] Vera: 🤔
[09.10.16, 11:59:01] Holzmano: Also Felix und Vera setted ca. am 4i dehei sii...ich mues den glaub no bitz helfe uufruuume...
[09.10.16, 12:52:49] Papa: Guet dänn xoxemer ufdi halbi säxsi-säxsi👌
[09.10.16, 13:41:11] Holzmano: Super...! Freued ois...
[10.10.16, 15:29:24] Vera: ahcho
‎[10.10.16, 15:30:00] Vera: ‎Video weggelassen
[10.10.16, 15:30:07] Felix: ueeeee!!!! vil spasss dwöttt!!!!!! 💪💪💪
[10.10.16, 16:33:12] Mama: Poa cool Schätzi!
‎[10.10.16, 16:36:16] Mama: ‎Video weggelassen
‎[10.10.16, 16:38:10] Mama: ‎Bild weggelassen
‎[10.10.16, 16:39:49] Holzmano: ‎Video weggelassen
[10.10.16, 16:40:41] Mama: Dr papa het es blöds filmli gmacht.
[10.10.16, 16:41:36] Mama: Ok sry stimmt. 
Aber de Läsisaal ij wük berauschend! Ds Fliissije👍👍👍
[10.10.16, 16:52:08] Mama: Hüzbg nur via Müms erreixbar
Ly
[10.10.16, 19:35:54] Mama: Schlüssel breigit inegno?
‎[10.10.16, 19:40:33] Vera: ‎Video weggelassen
[10.10.16, 19:41:14] Holzmano: Was isch das?
‎[10.10.16, 19:41:23] Vera: ‎Video weggelassen
[10.10.16, 19:41:51] Holzmano: Was lauft...?
[10.10.16, 19:42:47] Mama: Poa wie cool isch dänn das!!! Grüessli de beide andere...
[10.10.16, 19:44:22] Mama: Ha grad 10 schnägge gha zur vorspiis... Escargots mmmh
[10.10.16, 21:32:45] Felix: schlüssel breigit isch dine
[10.10.16, 21:32:52] Felix: mmmmhhhh schnägge! Tönt hammer
[10.10.16, 21:33:14] Felix: oaaah dwött so geil!!!!!!
[11.10.16, 01:08:29] Vera: han grad hüt abig öperem chöne chli vo gott verzelle 😍
[11.10.16, 07:11:37] Holzmano: Cool!
[11.10.16, 07:16:28] Mama: Vera du bisch sooo toll u muetig! Gnüss ales!
[11.10.16, 09:45:13] Vera: hahah danke😁❤
‎[11.10.16, 10:15:34] Vera: ‎Video weggelassen
[11.10.16, 18:54:09] Mama: Oh vera wie schön hesches de du!!
[11.10.16, 22:01:32] Papa: Wo sinder da?
[11.10.16, 22:01:58] Papa: Ufde Cucumbre?
[12.10.16, 02:34:02] Vera: london eye
[12.10.16, 15:59:09] Papa: Cool!
Mir sind undrdesse am Meer glandet... morn sölls rägne zzz
‎[12.10.16, 15:59:10] Papa: ‎Bild weggelassen
[12.10.16, 16:23:12] Papa: Händ hüzabg käi Län. Im notfall sms-le😘😘😘
[13.10.16, 18:13:02] Papa: Äntli widr län... sind z genua am fröstle! Spezielli Stadt, iwie irr an hang anekläbt!?!
Morn bitte Abfall u. v.a. Grüenxübl und 4Bündel Äst nöd vrgässe useztue.
[13.10.16, 18:13:19] Papa: Danke villmal - love
[13.10.16, 21:30:03] Vera: bin ahcho jetzt grad
[13.10.16, 21:30:17] Vera: han echt panik gschobe wered em flug weg de turbulenze
[13.10.16, 21:30:33] Papa: Ih so guet, chani jnäll alüte?
[13.10.16, 21:31:03] Vera: nei nonig
[13.10.16, 21:31:39] Mama: Oh je, ja hie in genua hands au sturmwarnig für morn. Hoffentlich chömemer hei😟
[13.10.16, 21:31:54] Holzmano: Das hetts no vill zwüsche England undem feschtland...
[13.10.16, 21:32:03] Papa: So guet dasst guet glandet bij😍😍😍
[13.10.16, 21:32:17] Vera: zwüsched inne hani echt denkt mis letschte stündli het gschlage
[13.10.16, 21:32:27] Vera: unbeschriblich das gfühl
[13.10.16, 21:32:31] Mama: Chum guet no ganz hei
[13.10.16, 21:32:40] Mama: Oh je du armi
[13.10.16, 21:32:55] Papa: Ui nei
[13.10.16, 21:33:23] Papa: Abr jetz bij widr sixer am bode👍🏿
[13.10.16, 21:33:32] Vera: s exit het sogar ufglüchtet
[13.10.16, 21:34:03] Papa: Das heisst was? Mer söll schomal usstige?
[13.10.16, 21:34:15] Holzmano: Das machts bi turbulenze immer
[13.10.16, 21:34:26] Papa: Xeesch!
[13.10.16, 21:34:29] Vera: han sehr fescht angst gha
[13.10.16, 21:34:41] Papa: Oh du Armi
[13.10.16, 21:35:20] Papa: Isch öppr z Gotzi?
[13.10.16, 22:00:18] Holzmano: Nei...
[13.10.16, 22:01:24] Mama: Aber isch dr dchlüssel dusse? D vera het kene
[13.10.16, 22:01:46] Holzmano: Ja ...hanmich bi ihre gmeldet...
[13.10.16, 22:01:55] Mama: Ok
[14.10.16, 15:48:07] Papa: Sodeli
Mir händ wieder Schwizer Bode under de Füesse! Und es schiffet comme tout im Tessin💦💦💦💦💦💦💦💦💦
Hüzabig simmer ab de Achte emal z erwarte. Danke fürs Vorputzzzze👌🏿
[14.10.16, 16:20:04] Holzmano: Ly bin in Thun...
[14.10.16, 16:20:24] Felix: kuhl!!! Vorputzt isch natürlich scho :)
[14.10.16, 16:20:47] Papa: 😘👍👍
[14.10.16, 16:20:57] Papa: Danke
[14.10.16, 16:22:15] Papa: Grüess as Bäumus
[14.10.16, 16:42:46] Vera: bin no bide rietmä
[14.10.16, 16:44:02] Papa: Wow das git sicher öppis Schöns!😘😘😘
‎[14.10.16, 16:44:19] Papa: ‎Bild weggelassen
[14.10.16, 17:43:09] Vera: ohja😁👍🏼👍🏼👍🏼
[14.10.16, 19:03:52] Mama: Inere halb std simer dahei. Freumi uf euch
[14.10.16, 19:44:18] Holzmano: Figidindie...
‎[14.10.16, 20:14:54] Papa: ‎Bild weggelassen
[14.10.16, 20:14:57] Papa: Jöpp
[14.10.16, 20:15:15] Felix: Fuiz
[14.10.16, 20:15:36] Papa: Nättässäje
[15.10.16, 16:26:54] Mama: Vom grossmueti:
Meine neue Natelnummer. Liebe Grüsse Mueti BITTE WEITERLEITEN AN EURE KINDER
[15.10.16, 16:28:58] Felix: Jaa...?
[15.10.16, 16:29:04] Felix: Wie gaht si denn?
[15.10.16, 17:11:05] Holzmano: Weli?
[15.10.16, 17:20:03] Mama: 079 893 91 51
[20.10.16, 18:30:58] Holzmano: Von Papa
Habe Tel in der Schule vergessen, bin an 21.30 auf hone erreichbar. 
Look
[20.10.16, 18:31:17] Holzmano: Guets alts hone- telefon...
[20.10.16, 18:38:12] Felix: 😂
[21.10.16, 16:06:01] Papa: Ha mis tel widr
Hone... kkk
[21.10.16, 16:08:15] Mama: Was isch denn gsi?
‎[21.10.16, 16:10:37] Mama: ‎Bild weggelassen
[21.10.16, 16:11:08] Holzmano: HahA
[21.10.16, 16:11:18] Papa: Ide juel xi...
[21.10.16, 16:11:38] Mama: Du chasch scho lache länz
[21.10.16, 16:13:32] Papa: Du Äaaaarmso
‎[22.10.16, 11:54:15] Mama: ‎Bild weggelassen
[22.10.16, 12:02:04] Felix: ❤❤❤
[22.10.16, 12:18:54] Holzmano: Sehr schön...das hani nonie gseh!
[22.10.16, 12:43:25] Papa: Xume gad träne über... sone grossi lucke!
[24.10.16, 08:40:37] Mama: Liebe Vera, Felix, Lenz
Heute morgen bin ich zu einem festen Entschluss gelangt: wir haben jede woche eine Putzfrau. Ihr musstet bislang eure räume nie selber putzen. Das soll auch so bleiben. Doch nicht unter den bedingungen, wie sie heute wie so oft vorherrschten.
[24.10.16, 08:42:30] Mama: Wer ab sofort seinzimmer nicht herrichtet: bett i. O. (Eine fremder frau, muslima putzt um und unter eurem bett), boden freigeräumt, storen hochgezogen, kriegt das zimmer nicht mehr geputzt.
[24.10.16, 08:43:50] Mama: Entweder könnt ir es dann selber putzen oder pro woche chf 15 bezahlen, damit ich oder papa euer zimmer so parat machen, damit brigit ahmed reingelassen werden kann.
[24.10.16, 08:44:25] Mama: Es tut mir leid, aber es geht nicht mehr anders
[24.10.16, 08:51:33] Felix: Isch guet, mir ruumed uf!!
Tschuldigung..!
‎[25.10.16, 12:22:10] Mama: ‎Bild weggelassen
[25.10.16, 12:22:21] Mama: Paket angekommmwn
[25.10.16, 14:27:35] Holzmano: Meeeeeine Güte das isch ja eeeeeewig gange...
[25.10.16, 14:29:15] Mama: Gelle
[25.10.16, 16:14:29] Vera: bino hurti ide annika wg
[25.10.16, 16:44:02] Mama: Ok
[28.10.16, 10:04:41] Papa: Habe 1 autojlüssel dabei😬
Ist d andere ume?
[28.10.16, 17:01:59] Papa: Fahre gad app ide juel
[30.10.16, 07:47:43] Papa: Määägeli! Bi ois ij jo betrieb im huus... bis glii👍👍👍
[02.11.16, 14:09:09] Holzmano: Hey han übrigens sauto bis spoing
[02.11.16, 14:15:40] Felix: Wo gasch?
[02.11.16, 14:18:52] Holzmano: Claudio
[02.11.16, 14:19:31] Papa: Ahaa!?!
[02.11.16, 19:55:44] Papa: Wo isch dänn das auto... und bitte amix vorhär xurz mit ois rücksprax näh?!?!?
[02.11.16, 19:56:02] Papa: 🤔
[02.11.16, 19:57:32] Papa: Möd wahr?!?
[02.11.16, 19:57:36] Papa: N
[02.11.16, 20:02:56] Felix: Han nüt mit däm ztue...
Bin ca am halbi dihei
[02.11.16, 20:03:55] Papa: S hät öppis ufm tisch jräss
[08.11.16, 16:11:06] Papa: Im Auto sind vier Pneus zum in Xäler abestele, im Xistli vom Töff sind d Radchappe z as Auto Dratue. Imfall öppr Zit hät, merci!
[08.11.16, 19:24:44] Papa: Moses durchbricht die Wogen des roten Meeres
‎[08.11.16, 19:25:33] Papa: ‎GIF weggelassen
[08.11.16, 20:27:35] Papa: Oh shät öpper d Pnöö abetaa! Danke däm Wohltäter😘😘😘
[09.11.16, 17:02:14] Papa: Bin in 30 min dehei
[11.11.16, 23:32:44] Mama: 😘😘😘😟
[11.11.16, 23:33:47] Mama: Sorry das 😟wollte ich nicht. Schlaft gut
[12.11.16, 00:20:35] Holzmano: Haha kei sach!
[12.11.16, 00:20:39] Holzmano: Ly too
[12.11.16, 00:25:58] Felix: ♥
‎[12.11.16, 10:48:33] Felix: ‎Video weggelassen
[12.11.16, 13:40:51] Mama: Yö so härzig
[12.11.16, 23:25:32] Papa: Wir sind dchon zuhause und im bett. Enjoy!😘
[12.11.16, 23:26:05] Holzmano: Mann mir hend en Abmachig!!!
[12.11.16, 23:26:51] Papa: Wänn xömedr dänn?
[14.11.16, 11:57:36] Mama: Chunnt näbem papa süsch no öpper uf di 1 cho ässe?
[14.11.16, 12:26:17] Felix: 👎🏾
[14.11.16, 12:37:33] Holzmano: Leider nid! Danke fürs fröge
[14.11.16, 12:44:14] Mama: Ok danke
[14.11.16, 12:59:07] Felix: Bin öppe am halbi dihei aber isse nöd..!
[14.11.16, 12:59:51] Mama: Ok
[17.11.16, 10:51:15] Papa: Leuts: absoluti Entwarnig! Halleluja😘
[17.11.16, 11:07:24] Vera: halleluja😘😘😘😘😘
[17.11.16, 11:20:14] Holzmano: So toll!!
[17.11.16, 11:23:30] Mama: 🙏😆
‎[17.11.16, 17:15:35] Mama: ‎Bild weggelassen
[17.11.16, 17:15:57] Holzmano: Wow so schön...
[17.11.16, 17:16:40] Mama: Schön lueget!
[17.11.16, 17:16:47] Mama: Gäll
[17.11.16, 17:33:01] Holzmano: Woischs auto?
[17.11.16, 17:34:42] Felix: wooow!!!😍😍
[19.11.16, 10:16:01] Mama: I überchume iz de grad e schreichrampf. Mit hirni funktioniert hie nid😝
‎[19.11.16, 10:16:15] Mama: ‎Bild weggelassen
[19.11.16, 10:18:39] Vera: uiuiui😂
[19.11.16, 10:30:31] Papa: Ds Ääme - abr du jaffjes mitdim Superhirni!!!
Mr sind am Probe im kgh ... hoffentli vermaslis nittttt😬
[19.11.16, 10:31:05] Holzmano: Aaaaah ds eifaje...!!
[19.11.16, 10:48:22] Mama: Duuuu! I weiss dass das für di en klacks sind
[19.11.16, 10:49:29] Papa: Halooo dis Hirni ij jetz gstrählet kkk
[19.11.16, 12:53:53] Felix: Da lobich mir mini arbet übr internationali schiedsgrichtsbarkeit🤓
[19.11.16, 13:13:50] Mama: Ja chani nachevollzieh.
[19.11.16, 13:14:02] Mama: Bisch am chrüpple?
[19.11.16, 13:17:10] Felix: Ja:)
[19.11.16, 13:24:35] Mama: Ich au, es qualmet
‎[21.11.16, 14:54:43] Vera: ‎Bild weggelassen
[21.11.16, 14:54:47] Vera: hanis gseit oder hanis gseit😁
[21.11.16, 15:06:52] Holzmano: Hahaha
[21.11.16, 15:10:49] Felix: 😂😂🙈
[21.11.16, 15:10:55] Papa: Kkk -
[22.11.16, 17:15:46] Holzmano: Wer isch alles dihei?
[22.11.16, 17:16:02] Felix: ich … no!
[22.11.16, 17:16:12] Holzmano: Wohin des wegs?
[22.11.16, 17:16:33] Felix: no tschiuig es fiumli gugge mit leab und sümi
[22.11.16, 17:25:14] Vera: de sümi chan nöd
[22.11.16, 17:25:47] Vera: s baby vo sim brüeder isch ufd welt cho
[22.11.16, 17:26:00] Holzmano: Aha...
[22.11.16, 17:35:28] Papa: Hej smüms & ich xömed erj nachde halbe nüne hei... machts öppis?
[22.11.16, 17:35:40] Vera: nop
[22.11.16, 17:35:51] Papa: 👍🏽
[22.11.16, 17:37:07] Holzmano: Easy...
[22.11.16, 19:48:31] Felix: grasdgilt¡.P£
[22.11.16, 19:49:22] Holzmano: Idhkcf
[22.11.16, 19:49:57] Holzmano: Dhfger
[22.11.16, 19:50:24] Felix: gaie
[22.11.16, 20:40:00] Papa: Mir si ersch grad abgfare. Si öppe ire halb std dahei!!
[22.11.16, 20:56:24] Holzmano: Hey isi..
[24.11.16, 08:29:50] Holzmano: Wo isch mini Filzjagge????
[24.11.16, 08:30:59] Mama: Hetse dr gelix gno?
[24.11.16, 08:31:10] Mama: Felix meini
[24.11.16, 08:31:51] Holzmano: Ka...wer recht müehsam!
[24.11.16, 08:32:59] Mama: Lueg nomal guet. Süsch holsch du blaue churzmantel. Er isch gloub im motteschrank u süsch im büroschrank
[24.11.16, 08:33:22] Holzmano: Han etz am Felix sini Jagge 😂
[24.11.16, 08:33:39] Holzmano: Srry han 1min Zha....
[24.11.16, 08:52:37] Felix: Han dini😬
[24.11.16, 08:53:01] Holzmano: Mann bischen Aff
[24.11.16, 17:59:14] Felix: öpper dihei zabig
[24.11.16, 17:59:15] Felix: ?
[24.11.16, 18:03:16] Holzmano: Nope
‎[25.11.16, 18:23:10] Papa: ‎Bild weggelassen
[25.11.16, 18:24:26] Felix: Sorry stinj:)
[25.11.16, 18:27:40] Papa: 😛
[25.11.16, 18:28:08] Papa: Danje Länz fs Pojde!
[25.11.16, 18:34:12] Holzmano: Waaas?
[25.11.16, 20:56:33] Papa: Briefmääje
‎[27.11.16, 10:06:23] Vera: ‎Video weggelassen
[27.11.16, 10:34:44] Holzmano: Chum nacher is Pfarrhuus...
‎[27.11.16, 12:57:40] Vera: ‎Bild weggelassen
[27.11.16, 12:59:56] Papa: Wow du wirsch ja verwöhnt!! En guet!
[27.11.16, 13:00:12] Holzmano: Whuaaa
[27.11.16, 13:00:17] Papa: Wär chunnt wenn öppe hei?
[27.11.16, 13:00:32] Holzmano: Ca 45min
[27.11.16, 13:00:57] Papa: Ok freued üs
‎[27.11.16, 20:24:35] Holzmano: LX_0154_20161128_BAUMANN_LENZ • ‎1 Seite ‎Dokument weggelassen
[28.11.16, 09:50:10] Holzmano: So bin im Flugi! Hett alles sowiit klappet! Chönd für en sichere Flug/Reis bette!!!
Bis bald - meldi mi wenni aacho bin!
[28.11.16, 09:51:20] Mama: Machi!!! Flügsch ja gli ab. Gottes säge u schutz!! Ly
[28.11.16, 12:01:07] Papa: Ich dänke immer adix! Ly und bis bald min Grosse.
[28.11.16, 12:34:54] Vera: 🙏🏽🙏🏽🙏🏽
[28.11.16, 18:51:16] Holzmano: Bin aacho, Gepäck isch au da, probier etz Geldwechsle
[28.11.16, 19:21:30] Mama: Super. Hoffentlich klappt alles mit gäld u taxi. Bhüet di Gott
[28.11.16, 19:21:32] Papa: Supiiie - und vill Glück bim indische Währigspuff!
[28.11.16, 19:22:52] Papa: Genau das Thema hani mal Brasilie gha, wos vo eim Tag ufde ander d Währig ungsrellt händ --- 🙏🏼🙏🏼🙏🏼
[28.11.16, 19:47:48] Holzmano: Mega lässig!
[28.11.16, 20:29:30] Mama: Bisch scho im taxi
[28.11.16, 22:33:15] Papa: Bigad vom HK heixoo. Schribmr wännt bim Logis axo bij!!
[29.11.16, 16:31:00] Felix: wird schwirig mit hei go esse fafs…bin no ide bibliothek für es ziitli!
[29.11.16, 16:31:07] Vera: was mumer machegege naseblüete?
[29.11.16, 16:31:24] Felix: warte
[29.11.16, 16:32:36] Mama: Chalts wasser in nacke
[29.11.16, 20:00:31] Papa: Ok felix
[30.11.16, 09:22:01] Holzmano: Sodeli han endlich simcharte und bin eich vo überall her erreichbar
[30.11.16, 09:41:14] Vera: superDh
[30.11.16, 09:41:15] Vera: :(
[30.11.16, 09:41:17] Vera: *:)
[30.11.16, 09:41:46] Papa: Dasch guet - häsch scho es Goschdüm?
[30.11.16, 09:42:17] Mama: Ha grad mit em lensele telefiniert. Är gnüssts!
[30.11.16, 09:42:40] Papa: Jued so 👍🏿👍🏿👍🏿
[30.11.16, 09:56:03] Felix: Schick bild vom goschtüm!
[30.11.16, 10:03:58] Holzmano: Machimachi
[01.12.16, 12:26:33] Holzmano: http://arunandcynthia.com/live-stream/
[01.12.16, 12:41:18] Holzmano: Checked schnell ebs gaat!
‎[01.12.16, 12:45:42] Vera: ‎Bild weggelassen
[01.12.16, 12:46:05] Vera: ja hans probiert aber d verbindig isch ghäge
[01.12.16, 12:51:37] Holzmano: Ok...
[01.12.16, 15:23:41] Mama: Bi mir isch offline
[01.12.16, 20:32:03] Papa: Hät klappet
[02.12.16, 17:21:13] Papa: Batterie fast leer
Komme etwa 18.45 heim
Lg
[04.12.16, 06:08:39] Holzmano: Bin gad glandet !!
[06.12.16, 11:47:07] Holzmano: Wer isch hüt dra mit apfendskalemder?
‎[06.12.16, 11:48:05] Holzmano: ‎Bild weggelassen
[06.12.16, 11:57:48] Vera: 😂😂❤😂😂😂😂
[06.12.16, 11:59:01] Papa: Was ijso glatt adäm libli?
[06.12.16, 11:59:20] Vera: das isch mis
[06.12.16, 11:59:42] Papa: Ahaaaaaa😃
[06.12.16, 12:00:07] Papa: Warschinli binix gjuld...
[06.12.16, 12:00:31] Holzmano: Hehe ich finds schono glatt...
[06.12.16, 12:00:40] Holzmano: Und wer isch etz hüt dra?
[06.12.16, 12:01:08] Vera: du
[06.12.16, 12:02:17] Holzmano: Yes
[06.12.16, 12:02:28] Papa: Wartez: du bij am Sa dra xi (), am So sMei mim Ganzpiji - dänn wärj dox hüt dra or?
[06.12.16, 12:03:04] Vera: a du chunsch au no???
[06.12.16, 12:03:19] Vera: han denkt das isch für lenz felix und mich🙉
[06.12.16, 12:03:45] Holzmano: Was hans schoo uufgmacht!!
[06.12.16, 12:03:45] Vera: also ich bin am sonntig gsi
[06.12.16, 12:03:47] Papa: Frögs mms
[06.12.16, 12:03:58] Holzmano: Mann das durenand
[06.12.16, 12:04:27] Papa: Sij eh füdix😘
[06.12.16, 12:17:01] Felix: 1.v 2.f 3.l 4.v 5.f 6.l
[06.12.16, 12:17:24] Felix: Han mis vo gescht no ni ufgmacht demfall
[06.12.16, 12:27:20] Mama: Du bisch dra länz
[06.12.16, 12:27:33] Mama: Geschtee isch de felix gsi
[06.12.16, 12:29:16] Mama: Was isch drinn gsi?
[06.12.16, 12:29:51] Holzmano: Geili Socke!!! Danke villmal!
[06.12.16, 12:31:55] Mama: Biitt
[06.12.16, 17:14:09] Holzmano: Wer isch hüt alles dihei?
[06.12.16, 17:14:42] Papa: Ich - fahre gli app
[07.12.16, 17:11:15] Mama: Wär isst dahei?
[07.12.16, 17:46:32] Papa: Gärn... i 30'
[07.12.16, 17:52:57] Holzmano: Chume chli spöter glaub...
[07.12.16, 19:04:48] Holzmano: I 30min dihei...!
‎[07.12.16, 20:49:09] Holzmano: ‎Video weggelassen
[08.12.16, 06:54:48] Papa: Schräg enough kkk
[09.12.16, 15:41:23] Mama: I chume 19:33 z winti am hb a.
[09.12.16, 17:04:31] Papa: Jued!
‎[10.12.16, 19:21:40] Vera: ‎Video weggelassen
[14.12.16, 18:19:44] Felix: falls öpper no es gschänk suecht für mich
[14.12.16, 18:19:46] Felix: http://www.gypsyjazzsongbook1.com
‎[15.12.16, 17:23:53] Felix: ‎Bild weggelassen
[15.12.16, 17:37:15] Mama: Das bisch gar nid du!!! Bisch im forum?
[15.12.16, 17:38:43] Felix: Abr de fäse😂
[15.12.16, 17:39:21] Mama: Weiss dänk😝
[16.12.16, 16:48:28] Felix: Ufdi 7ni gäll?
[16.12.16, 16:48:43] Felix: Denn chumi nämli no hei vorhär!
[16.12.16, 16:49:42] Papa: Chume au erst naxde säxse
[16.12.16, 16:50:36] Felix: Heisst das ja?
[16.12.16, 16:53:53] Holzmano: Ja
[20.12.16, 08:40:10] Papa: Länz, ganze gueti Prüefig!!!! Ly👍🏿👍🏿👍🏿💪🏼💪🏼💪🏼😜😜😜
[20.12.16, 08:48:46] Felix: 💪🏽💪🏽💪🏽👍👍gib ihm!!
[20.12.16, 08:56:59] Holzmano: Danke
